business_type,industry,monthly_revenue,monthly_expenses,monthly_profit,marketing_budget,sales_channel,years_in_business,employee_count,customer_retention_rate,customer_acquisition_cost,location_type,competition_level,market_growth_rate,digital_presence_score,inventory_turnover_rate,operational_cost_ratio,average_order_value,customer_satisfaction_score,brand_strength_score,starting_budget,founder_experience_years,team_size,target_market_size,product_uniqueness_score,marketing_strategy_score,funding_type,business_model_type,scalability_score,innovation_score,customer_validation_score,future_6_month_profit
Trading,Construction,61129,120351,-59222,23611,Offline,3,162,85,133,Rural,4,3,6,6.15,0.67,766,61,57,385274,7,39,615544,4,5,Bootstrapped,B2B,9,3,3,-44069
Manufacturing,FMCG,90941,129239,-38298,19111,Both,10,170,81,59,Rural,3,8,5,1.0,0.59,485,91,76,460625,5,38,12488,6,2,Angel,Hybrid,1,7,7,-28135
Trading,FMCG,63593,104532,-40939,25996,Online,14,132,89,173,Urban,7,8,7,7.96,0.5,151,83,70,269880,19,33,979453,2,4,Bank Loan,B2C,2,2,1,-32696
Trading,Healthcare,138528,130752,7776,6469,Offline,1,53,61,120,Urban,7,11,8,4.66,0.63,1435,71,70,361489,16,21,167790,4,8,Angel,Hybrid,6,9,1,19629
Trading,Textile,96001,143180,-47179,19797,Offline,11,183,72,122,Urban,7,9,1,1.35,0.86,1556,85,61,386480,13,8,568454,9,8,VC,B2C,3,2,3,-31945
Trading,Textile,102599,88306,14293,23279,Both,8,167,81,62,Urban,5,9,5,1.69,0.83,1384,73,68,136726,8,5,590613,5,2,Angel,B2B,1,6,6,33838
Trading,Construction,158310,55672,102638,18803,Online,11,59,83,80,Urban,5,12,2,3.84,0.41,1907,85,80,124746,19,12,931951,1,5,Angel,B2C,4,2,1,101104
Trading,Textile,122713,143682,-20969,7685,Online,8,118,60,31,Urban,4,10,9,2.57,0.43,1711,92,81,133013,11,2,147701,8,6,Bank Loan,B2B,4,2,5,-12462
Manufacturing,Textile,42529,140328,-97799,9889,Online,1,108,80,65,Urban,4,3,1,5.32,0.67,424,60,75,128358,13,23,429550,8,6,VC,Hybrid,8,1,9,-78686
Services,Education,74068,27115,46953,10363,Offline,10,140,68,168,Rural,4,2,2,7.65,0.6,493,80,70,496698,13,17,773986,8,7,Angel,Hybrid,4,8,9,60301
Manufacturing,FMCG,177493,93892,83601,7244,Online,12,196,94,52,Urban,4,13,2,5.97,0.66,1797,67,66,114981,8,2,819613,5,1,Bank Loan,B2B,7,6,4,94517
Trading,FMCG,98971,100127,-1156,19895,Offline,2,167,64,149,Rural,3,10,3,6.01,0.35,1498,66,69,490507,8,48,884585,8,4,Bootstrapped,Hybrid,6,6,5,4976
Manufacturing,Food,151805,103094,48711,15724,Both,12,98,71,135,Urban,5,2,6,6.11,0.34,1459,81,63,288055,16,49,156342,1,4,Bootstrapped,Hybrid,2,6,5,64194
Services,Construction,121569,34622,86947,26744,Offline,9,66,60,35,Urban,3,12,6,3.43,0.66,468,81,77,307301,12,11,784964,6,9,VC,B2C,7,3,9,84038
Services,Education,176837,113716,63121,14064,Online,7,85,53,115,Urban,4,7,9,5.69,0.38,1125,63,66,101525,8,47,947099,3,5,Angel,B2B,1,5,1,60882
Services,Textile,100536,74782,25754,15208,Online,13,25,72,15,Rural,6,7,3,5.84,0.84,693,80,64,143899,8,8,180459,3,7,VC,Hybrid,2,4,2,36088
Trading,Food,22278,64380,-42102,6600,Online,7,102,69,28,Rural,2,2,8,2.33,0.35,1572,77,98,273638,16,48,562105,9,5,Bootstrapped,B2C,6,7,8,-36783
Trading,Healthcare,115594,15977,99617,24733,Online,9,75,77,14,Urban,1,8,1,1.03,0.35,1751,63,66,293840,10,35,504204,2,1,Bootstrapped,B2B,8,3,8,113258
Trading,Education,181396,88066,93330,15493,Both,2,191,50,182,Rural,9,3,7,3.41,0.71,679,61,55,496584,3,35,234084,7,6,VC,B2B,4,9,1,88421
Services,Food,174125,44838,129287,17844,Offline,3,65,77,110,Urban,6,8,6,2.19,0.85,1147,77,76,467553,4,30,867218,1,3,Bank Loan,B2B,7,6,3,137326
Trading,Textile,59697,115477,-55780,11388,Both,12,43,68,183,Rural,6,5,1,4.43,0.5,774,66,65,198569,4,33,794072,3,5,VC,B2C,3,2,6,-53527
Trading,Food,138199,15372,122827,29867,Online,5,18,94,53,Rural,6,12,1,6.51,0.73,380,89,85,125749,15,32,147898,9,7,Bootstrapped,Hybrid,2,6,8,126660
Trading,Education,115568,44840,70728,18211,Both,2,123,85,32,Rural,2,13,3,6.53,0.71,1518,97,94,313050,15,27,218284,7,4,Bootstrapped,B2C,4,8,1,89872
Services,IT,41114,135246,-94132,24243,Online,8,25,79,130,Urban,2,7,2,2.27,0.5,1768,94,58,140661,14,20,167352,7,5,VC,B2C,7,2,6,-78969
Trading,FMCG,139620,62045,77575,13804,Both,14,48,93,104,Urban,3,10,8,6.99,0.37,1130,72,69,141890,15,31,871682,9,1,Angel,B2B,9,8,1,96121
Services,Construction,153399,77227,76172,18127,Online,8,99,53,107,Urban,1,13,4,3.36,0.39,1508,81,95,95955,3,40,175600,3,4,Bank Loan,B2B,3,6,7,90553
Services,Textile,55459,57059,-1600,21629,Offline,6,149,66,13,Rural,7,4,7,5.15,0.76,1146,87,77,168304,7,23,896972,4,8,Bootstrapped,B2C,8,2,1,17790
Trading,Construction,59389,64878,-5489,14218,Offline,2,171,83,178,Rural,9,5,2,6.41,0.59,1326,86,72,105776,13,6,485615,7,8,Bank Loan,B2B,7,2,4,12912
Manufacturing,IT,101803,27001,74802,11991,Offline,4,20,73,157,Urban,8,13,3,5.19,0.88,678,78,83,438486,9,9,606178,5,8,Bootstrapped,B2C,8,2,1,88925
Manufacturing,Education,25440,27364,-1924,7127,Online,11,58,68,165,Rural,1,2,2,2.45,0.32,677,68,97,389493,7,4,822697,7,4,Bootstrapped,Hybrid,8,9,5,2394
Manufacturing,IT,120962,100677,20285,20405,Online,3,122,56,175,Rural,4,7,2,1.87,0.41,248,64,89,239876,15,49,45562,6,1,VC,B2B,1,1,4,37583
Services,Construction,152943,133852,19091,12293,Online,3,178,67,12,Rural,3,3,8,7.46,0.37,1964,89,55,433292,16,32,441273,5,5,VC,B2B,8,7,5,36257
Trading,Food,38893,62269,-23376,16972,Both,13,41,60,103,Urban,9,11,6,1.21,0.47,151,96,77,91192,10,12,438033,2,1,VC,B2B,8,1,6,-22285
Services,Healthcare,162387,80946,81441,27201,Offline,5,171,86,194,Urban,2,13,4,5.27,0.64,220,99,62,293411,4,6,840453,7,3,Bank Loan,B2B,2,5,3,96653
Trading,Food,33162,117118,-83956,7340,Both,11,135,72,99,Rural,6,1,5,2.49,0.82,502,86,99,338242,10,49,91714,8,9,Bootstrapped,B2B,2,1,8,-64119
Trading,Healthcare,132539,47569,84970,24693,Online,12,17,77,154,Rural,5,5,3,3.79,0.78,482,90,74,396930,1,23,476341,2,9,Angel,B2B,1,4,4,85227
Services,IT,21805,115891,-94086,3925,Both,9,143,57,56,Urban,4,6,7,7.91,0.82,558,98,54,95662,16,13,431533,9,3,Bootstrapped,B2B,1,5,4,-88730
Manufacturing,Textile,88677,144073,-55396,9380,Offline,8,188,51,121,Urban,3,9,7,2.19,0.59,1930,66,62,484118,10,48,77148,5,6,Bank Loan,Hybrid,4,9,4,-44621
Trading,FMCG,89960,119984,-30024,27160,Both,9,112,68,149,Urban,3,4,8,3.53,0.66,1641,90,96,353602,9,49,164969,6,5,Angel,B2B,2,8,3,-29164
Manufacturing,FMCG,73396,135445,-62049,18474,Online,3,38,70,137,Urban,4,12,9,6.07,0.35,1930,63,86,383872,11,5,291494,8,9,VC,Hybrid,8,8,8,-60951
Trading,Textile,80444,141470,-61026,17809,Offline,12,47,90,72,Rural,1,1,7,3.25,0.9,1618,86,60,117885,5,33,53076,6,1,Angel,B2B,4,3,7,-47193
Trading,Healthcare,61104,24889,36215,7946,Both,12,198,76,137,Urban,9,4,3,2.76,0.39,622,91,76,342531,7,25,78442,8,6,Bootstrapped,B2C,1,3,6,50602
Services,IT,190100,52632,137468,9995,Online,3,97,67,143,Urban,7,7,5,5.97,0.51,726,97,69,96200,2,8,904084,9,5,VC,Hybrid,5,2,3,133021
Services,Construction,104277,99202,5075,23332,Offline,9,71,56,146,Urban,4,7,7,5.81,0.59,1644,66,75,295749,16,11,568601,1,4,VC,Hybrid,3,3,1,5213
Manufacturing,Construction,22962,89697,-66735,12841,Online,8,184,88,11,Urban,7,6,8,3.23,0.88,1394,85,97,349619,9,5,508428,2,1,Angel,B2C,2,5,5,-61453
Manufacturing,Healthcare,135436,48969,86467,27335,Offline,1,163,51,88,Rural,2,5,2,6.18,0.65,260,90,53,78950,5,46,754556,3,8,VC,B2B,5,6,1,100638
Trading,Food,187810,128139,59671,28233,Offline,10,32,65,13,Rural,5,13,9,7.09,0.8,1018,74,62,200272,5,25,82107,1,2,Bank Loan,B2C,9,6,1,67180
Services,Construction,171735,17333,154402,16185,Both,5,73,86,158,Rural,2,14,2,7.29,0.8,1858,65,52,235080,12,26,396387,3,1,VC,B2C,4,3,3,159469
Services,Textile,165029,105600,59429,10257,Offline,11,114,52,86,Rural,9,8,9,3.62,0.42,1248,75,81,434418,4,2,616971,7,2,Bank Loan,B2C,1,8,9,75688
Manufacturing,Healthcare,30243,24218,6025,17556,Online,12,166,61,62,Rural,6,5,7,7.12,0.67,1066,68,67,479162,10,35,422406,5,4,Bootstrapped,B2C,7,1,3,22346
Manufacturing,IT,142625,45417,97208,25740,Both,10,150,94,88,Urban,7,2,4,5.0,0.61,361,83,96,357797,17,33,966504,5,7,VC,Hybrid,3,2,8,101876
Trading,Construction,56002,109225,-53223,20959,Online,13,125,87,135,Urban,2,2,1,1.69,0.81,1552,79,94,491040,12,11,809021,8,9,Bootstrapped,B2C,9,9,6,-45586
Services,Food,195467,58430,137037,26292,Offline,6,33,89,154,Rural,8,7,2,3.43,0.58,125,70,74,333491,10,49,863505,9,1,VC,Hybrid,6,7,8,132703
Trading,Textile,151363,111512,39851,3216,Offline,3,29,63,95,Rural,7,14,7,6.79,0.85,1417,68,53,405244,8,36,286630,8,6,Angel,B2B,4,8,4,35377
Trading,Education,111365,88057,23308,7793,Both,4,90,68,182,Urban,3,6,8,4.8,0.4,839,96,79,114754,16,24,713722,7,6,Bootstrapped,B2C,4,7,3,25023
Manufacturing,Healthcare,149388,115771,33617,29030,Both,14,139,56,30,Rural,7,5,5,4.06,0.43,484,88,92,243874,15,37,502734,6,6,VC,B2B,7,6,8,44125
Services,FMCG,22547,75877,-53330,26527,Online,7,114,82,138,Urban,5,5,5,7.12,0.39,1410,77,59,151527,5,35,355716,8,7,Angel,Hybrid,9,9,8,-34841
Trading,FMCG,36417,49862,-13445,19841,Both,10,141,93,187,Urban,4,3,8,2.75,0.86,332,72,71,361823,6,47,802576,2,6,Bootstrapped,B2B,2,5,1,-766
Manufacturing,Education,81072,113309,-32237,25313,Both,9,36,66,156,Rural,7,1,1,3.73,0.53,647,69,84,298601,16,34,182199,8,7,Angel,B2C,4,2,7,-19618
Manufacturing,Healthcare,36359,39052,-2693,19497,Both,8,98,50,165,Rural,9,1,5,5.96,0.81,702,64,62,277531,8,34,247497,3,7,Bank Loan,B2C,6,5,7,459
Services,Healthcare,92940,36926,56014,16706,Both,6,150,50,189,Rural,6,11,5,6.62,0.77,1349,61,61,304958,18,36,972396,1,5,Angel,B2C,4,1,6,75455
Trading,FMCG,188550,72315,116235,6376,Offline,11,195,84,62,Urban,5,7,1,1.68,0.8,1181,83,52,212374,13,25,741749,5,7,VC,B2C,9,6,2,132245
Services,IT,101150,62837,38313,7756,Offline,6,118,66,190,Urban,4,11,4,2.34,0.4,590,99,66,110356,12,49,160968,1,3,Bank Loan,B2C,4,2,9,55058
Manufacturing,FMCG,172227,75809,96418,23305,Both,9,129,76,44,Rural,7,11,2,3.65,0.69,1004,84,94,109228,14,49,297978,2,3,VC,B2B,3,1,3,113004
Trading,IT,121555,95946,25609,11897,Offline,4,175,85,14,Urban,3,8,3,3.17,0.71,1663,92,96,462590,11,37,34432,1,7,VC,B2B,4,5,2,33584
Manufacturing,Construction,188603,90934,97669,5111,Offline,12,95,76,198,Rural,3,14,1,2.18,0.3,459,74,68,283539,15,38,93726,7,1,Angel,B2B,3,1,3,94832
Manufacturing,Healthcare,175077,98512,76565,3831,Online,14,104,80,190,Urban,8,13,1,2.48,0.72,921,75,61,466539,10,5,249236,1,4,Angel,Hybrid,8,9,2,76354
Manufacturing,Food,37813,69087,-31274,19326,Offline,13,50,69,36,Rural,2,4,6,7.04,0.46,723,77,88,233317,19,15,443129,9,6,Bootstrapped,B2B,5,8,2,-32523
Services,Construction,180149,149853,30296,4914,Both,6,167,94,190,Rural,6,9,9,7.83,0.81,397,82,94,394787,17,32,340739,2,8,Bank Loan,Hybrid,2,9,6,32070
Services,Textile,121700,103414,18286,11168,Online,9,158,69,123,Rural,6,1,4,1.7,0.71,1943,69,92,59894,19,28,247479,2,4,VC,Hybrid,8,4,5,29383
Manufacturing,Education,91241,15062,76179,8235,Online,5,161,71,75,Rural,3,11,9,2.22,0.87,1110,85,53,421298,10,21,769152,8,7,Bank Loan,B2C,6,7,8,80050
Trading,Construction,101920,97216,4704,21969,Offline,1,141,60,53,Rural,3,8,8,7.87,0.55,741,61,69,106214,18,31,636388,4,6,VC,B2B,3,9,1,10267
Manufacturing,Education,62981,81785,-18804,18565,Online,11,12,64,136,Rural,5,10,4,2.81,0.33,1021,79,80,97139,5,34,274796,4,9,VC,B2C,8,5,3,-8656
Manufacturing,Food,176225,50879,125346,10823,Both,5,31,88,191,Urban,9,11,7,5.44,0.35,1346,82,62,212933,5,13,743100,2,3,Bootstrapped,B2B,4,5,1,122342
Manufacturing,Food,51497,75556,-24059,17645,Both,8,65,77,160,Rural,5,1,9,6.61,0.74,1460,93,53,438685,2,49,217429,8,9,Bank Loan,B2B,8,8,9,-17224
Manufacturing,Textile,115005,148881,-33876,7037,Online,14,58,65,197,Rural,2,11,1,4.4,0.82,1428,72,84,248164,9,9,420780,9,5,VC,B2B,4,3,3,-28261
Services,Healthcare,94602,139419,-44817,27709,Both,10,148,77,192,Urban,9,12,4,3.17,0.61,710,98,54,213057,17,32,681843,7,8,Angel,Hybrid,6,7,9,-41535
Manufacturing,Healthcare,39973,64766,-24793,11233,Both,7,43,63,152,Urban,2,5,4,2.1,0.58,928,96,73,244514,4,35,602074,3,4,Bank Loan,B2C,9,4,1,-12996
Trading,Education,140700,66393,74307,10550,Online,2,31,65,76,Rural,3,8,7,7.58,0.81,266,67,74,241253,2,41,298301,2,9,VC,B2B,2,7,3,88377
Trading,IT,61856,100815,-38959,26316,Both,7,167,50,181,Rural,4,5,3,5.62,0.66,1797,80,75,387933,18,25,183602,1,6,VC,Hybrid,8,7,6,-40077
Manufacturing,Construction,43060,135307,-92247,21473,Both,9,96,69,134,Urban,7,1,5,1.45,0.41,1189,96,85,370400,11,7,697522,8,2,Bootstrapped,Hybrid,8,6,5,-86649
Manufacturing,Textile,150399,129953,20446,7091,Both,1,134,65,49,Urban,9,4,8,2.31,0.66,244,81,88,199517,17,44,276651,9,6,Bootstrapped,B2B,8,8,9,38434
Services,Construction,59989,22368,37621,7844,Offline,9,73,90,67,Rural,9,10,9,3.65,0.33,1310,61,52,389722,3,10,37871,4,1,Bank Loan,B2B,8,4,9,41200
Services,Healthcare,195755,146592,49163,18620,Both,13,145,62,144,Urban,9,7,8,5.28,0.81,1062,88,98,442389,5,44,413810,7,6,Angel,B2C,4,9,4,67995
Trading,Education,151778,132101,19677,23750,Online,1,133,51,150,Urban,2,10,5,2.06,0.74,806,73,80,296237,9,2,285557,7,9,Angel,Hybrid,7,4,2,39627
Services,Food,199349,64899,134450,18077,Offline,10,67,56,135,Rural,6,4,7,4.17,0.77,1806,88,55,253840,8,9,710057,6,1,Bank Loan,Hybrid,8,2,4,134501
Services,Construction,199124,72451,126673,11597,Both,6,111,74,85,Urban,2,14,2,3.83,0.78,1007,62,64,178905,8,43,529421,6,6,Angel,Hybrid,9,8,1,142439
Trading,Food,185782,80300,105482,17079,Both,12,167,72,127,Urban,2,2,3,3.83,0.67,609,67,98,317490,16,37,129920,1,4,Bank Loan,Hybrid,6,6,4,104180
Manufacturing,Education,105734,40848,64886,17024,Offline,13,83,53,64,Rural,6,14,2,2.86,0.55,384,89,68,428352,4,4,494920,5,3,Bootstrapped,Hybrid,2,9,6,62706
Services,Construction,75653,91839,-16186,6181,Online,9,28,56,149,Urban,1,4,2,3.5,0.48,1650,68,65,329623,12,8,742379,8,7,VC,Hybrid,7,6,9,-6713
Manufacturing,Construction,122452,39725,82727,17444,Both,5,94,91,135,Urban,6,10,9,1.08,0.72,1687,75,86,218131,18,42,436020,6,1,Bank Loan,B2B,4,5,4,80133
Trading,FMCG,163491,69487,94004,23719,Both,12,144,80,113,Urban,4,6,5,4.0,0.6,1458,84,92,270789,14,29,452809,9,4,Angel,Hybrid,4,4,2,113014
Manufacturing,Healthcare,148916,128148,20768,7907,Both,1,76,69,169,Urban,7,6,2,7.48,0.37,1551,94,92,116873,13,28,697016,1,4,Bootstrapped,B2C,8,4,6,33350
Trading,FMCG,75258,85398,-10140,28527,Offline,10,40,56,34,Rural,3,5,7,5.35,0.55,940,70,52,358807,18,37,264262,9,4,Angel,B2B,1,7,3,-11204
Trading,Construction,91295,106321,-15026,15161,Both,9,20,57,52,Rural,1,5,8,6.42,0.76,1061,92,63,319513,4,48,86239,1,5,Bank Loan,Hybrid,8,8,9,-6274
Trading,IT,59188,104398,-45210,19212,Both,12,35,61,54,Urban,8,13,2,2.74,0.34,1407,99,90,87195,9,43,980252,4,3,Bootstrapped,Hybrid,4,3,2,-37860
Manufacturing,Textile,190154,133206,56948,15334,Online,11,63,55,79,Urban,5,11,4,5.15,0.39,1782,83,82,196279,7,49,455828,5,7,VC,Hybrid,9,1,8,66067
Services,Food,57901,36194,21707,4057,Offline,14,98,93,89,Urban,5,11,4,4.85,0.47,761,63,72,321608,4,7,815285,1,9,VC,B2C,2,1,5,21570
Manufacturing,Construction,170497,37804,132693,7840,Online,7,130,69,121,Urban,8,7,1,7.09,0.67,1993,93,80,84119,19,26,442923,7,9,VC,B2C,4,1,3,152071
Services,FMCG,115082,24263,90819,25407,Online,14,146,91,128,Urban,1,8,7,5.29,0.64,1314,98,60,427178,14,18,21574,9,8,VC,B2C,7,2,7,107167
Trading,Textile,22938,98953,-76015,13603,Both,1,153,55,89,Urban,6,13,9,4.17,0.86,327,87,98,292831,12,43,113323,6,6,VC,Hybrid,4,1,7,-57976
Services,FMCG,118531,41091,77440,26970,Both,9,37,91,120,Rural,4,2,6,6.31,0.44,1074,86,99,138544,15,14,231224,1,2,Bootstrapped,B2C,5,7,9,72555
Services,Textile,75040,43715,31325,14367,Both,2,23,59,139,Urban,5,2,2,2.31,0.35,795,60,95,492996,11,16,80520,8,9,VC,B2B,3,2,1,41506
Trading,Healthcare,39418,144154,-104736,10760,Offline,7,26,60,91,Urban,1,11,9,7.75,0.76,1644,79,95,254526,9,16,993612,2,1,Angel,B2C,6,4,4,-106216
Services,Construction,52588,30869,21719,2525,Online,13,110,92,24,Rural,1,6,3,6.16,0.64,1164,64,75,272579,5,3,207625,2,1,Bootstrapped,Hybrid,4,8,2,24056
Manufacturing,Education,150982,100694,50288,7319,Online,14,174,50,172,Urban,6,7,5,7.07,0.47,1239,88,51,397511,17,5,842339,1,8,Bootstrapped,B2B,6,2,4,63859
Manufacturing,IT,82070,59520,22550,23073,Both,14,37,59,70,Urban,7,9,2,1.43,0.76,279,98,83,351107,7,39,386721,2,3,Bootstrapped,Hybrid,1,9,7,33780
Manufacturing,IT,125494,103376,22118,10339,Online,9,58,89,108,Urban,6,4,8,6.04,0.46,645,75,56,292536,12,26,456254,2,8,Bank Loan,Hybrid,3,5,3,18334
Trading,IT,113876,26163,87713,16797,Both,7,140,84,160,Rural,7,2,3,3.59,0.88,1604,77,87,377817,15,33,784608,1,2,Angel,Hybrid,6,4,8,100992
Services,IT,65318,74116,-8798,9388,Online,5,64,64,16,Urban,9,5,3,3.69,0.44,1297,92,51,61347,13,23,486962,3,9,VC,Hybrid,3,5,3,-4979
Services,Food,86816,139482,-52666,10859,Offline,4,177,70,71,Urban,7,2,5,6.68,0.46,1465,79,90,200307,4,35,216542,1,4,Bank Loan,B2C,6,4,4,-49303
Manufacturing,Food,58721,116007,-57286,19597,Both,3,171,85,184,Urban,3,5,4,5.43,0.41,475,91,52,191363,8,27,539966,7,7,Angel,B2B,5,4,1,-48172
Trading,Healthcare,177432,75396,102036,12100,Offline,4,146,50,170,Rural,1,8,1,3.48,0.32,906,86,97,204488,17,31,800246,6,9,Bootstrapped,B2B,6,2,9,115805
Services,Textile,24483,65655,-41172,10258,Both,11,71,76,190,Rural,8,9,4,3.15,0.57,113,85,86,263304,3,25,983710,5,8,Bootstrapped,Hybrid,1,9,5,-33364
Manufacturing,Food,79489,140506,-61017,25989,Both,7,15,80,99,Urban,7,2,3,3.12,0.85,1935,81,72,322486,13,14,769686,9,6,VC,B2C,1,3,5,-61553
Services,Food,89304,72148,17156,7179,Both,4,122,72,96,Urban,2,3,1,5.69,0.69,1879,95,74,179847,19,4,289095,2,5,VC,B2B,6,5,1,32454
Trading,Textile,111700,114096,-2396,22636,Both,10,115,68,191,Urban,3,12,6,1.59,0.63,1888,71,81,355877,1,2,788980,8,1,Angel,B2B,1,1,1,14662
Trading,Healthcare,92984,65238,27746,22481,Both,6,111,79,123,Urban,5,5,9,4.48,0.89,270,97,90,277008,19,10,989147,7,2,VC,Hybrid,5,1,1,30841
Services,Education,149579,113198,36381,23287,Online,8,16,72,60,Rural,3,2,1,1.65,0.43,153,85,89,441063,10,7,246993,2,2,Bootstrapped,Hybrid,8,8,8,51711
Services,FMCG,132768,65860,66908,27699,Offline,9,11,78,35,Rural,3,2,7,5.38,0.48,949,98,71,340062,9,24,275320,5,6,VC,B2C,6,3,3,68972
Manufacturing,FMCG,172811,140362,32449,2269,Offline,12,163,94,124,Urban,6,9,3,4.31,0.58,1686,73,86,494142,17,5,784889,8,6,Bootstrapped,Hybrid,4,3,1,29694
Services,Textile,61321,15171,46150,29351,Both,2,99,56,188,Urban,5,14,6,6.33,0.37,377,70,88,61405,10,14,568863,7,2,Bootstrapped,B2B,2,3,7,46045
Trading,Healthcare,178352,99741,78611,6384,Both,5,121,58,170,Urban,5,4,7,4.15,0.75,273,86,53,284297,15,21,846530,5,8,Angel,B2B,2,2,9,87480
Services,IT,120508,101532,18976,24017,Both,2,7,90,159,Urban,1,10,3,7.08,0.67,1204,67,97,394460,19,36,615870,9,9,VC,Hybrid,2,8,9,26355
Trading,IT,34487,133800,-99313,11003,Both,2,65,89,12,Rural,7,7,8,1.2,0.44,1588,86,92,486555,7,32,748473,4,1,VC,B2C,9,6,7,-92798
Services,IT,95170,49899,45271,12793,Offline,13,96,58,169,Rural,8,13,2,4.38,0.57,1659,63,84,392209,8,7,589305,1,7,VC,B2B,4,4,5,58177
Trading,FMCG,161050,81967,79083,12785,Both,7,77,75,91,Urban,4,1,4,7.95,0.53,1432,90,86,183779,12,12,314733,2,8,Bootstrapped,B2B,8,5,7,94604
Manufacturing,FMCG,157924,19589,138335,2415,Both,12,8,88,163,Rural,1,7,5,6.6,0.83,1281,78,67,386696,8,17,601897,5,3,Bootstrapped,B2B,7,2,5,135705
Services,Education,188509,139825,48684,15562,Both,12,46,61,165,Urban,8,2,9,7.31,0.32,173,86,82,179461,8,37,862176,8,6,Bootstrapped,Hybrid,8,2,6,52948
Trading,Food,113989,71581,42408,25948,Online,7,164,66,90,Urban,5,1,3,5.46,0.73,1868,99,88,86106,3,29,386273,5,9,Bank Loan,Hybrid,2,2,5,47081
Manufacturing,Construction,114399,63424,50975,4169,Both,4,96,93,90,Rural,9,11,7,5.46,0.32,1401,77,98,124304,7,15,949612,3,1,Bootstrapped,Hybrid,1,7,5,49855
Manufacturing,Food,109836,99800,10036,11102,Online,6,164,86,89,Rural,6,8,9,2.66,0.35,1462,60,59,400597,16,39,795732,5,3,Bank Loan,Hybrid,4,3,9,28195
Services,Construction,86301,76714,9587,24203,Offline,5,186,91,79,Rural,6,6,1,2.78,0.53,1600,61,73,433895,2,29,558238,3,6,Bootstrapped,Hybrid,4,9,7,11097
Manufacturing,Food,54792,143828,-89036,10701,Offline,4,172,91,62,Urban,6,12,6,1.09,0.61,1963,99,50,148779,14,28,51550,2,7,VC,B2C,6,9,2,-89253
Manufacturing,Healthcare,57765,26994,30771,4821,Online,8,61,77,179,Rural,8,11,9,4.66,0.75,1938,72,60,124254,13,36,305257,7,8,Bootstrapped,Hybrid,5,5,3,41138
Trading,IT,61075,20730,40345,6491,Both,8,183,83,47,Urban,8,12,8,7.88,0.32,1393,90,87,218068,4,31,217034,5,2,Angel,B2C,9,4,1,46413
Manufacturing,Food,131977,141884,-9907,8118,Both,12,139,70,178,Rural,5,1,5,6.16,0.67,1858,94,79,369684,1,25,80552,4,1,Bootstrapped,Hybrid,2,7,1,-10372
Manufacturing,IT,48498,29054,19444,9180,Both,14,80,94,152,Rural,4,1,8,2.75,0.8,1641,62,77,105973,16,13,652782,9,8,Bank Loan,B2B,7,4,5,24831
Services,FMCG,22742,38354,-15612,4251,Online,5,129,63,132,Rural,7,2,5,5.37,0.36,951,87,95,109937,14,44,639259,2,5,VC,B2C,5,6,2,3712
Services,Healthcare,159053,123238,35815,24781,Both,9,22,66,11,Urban,7,4,2,4.77,0.8,124,79,50,214823,14,43,458521,5,8,Bootstrapped,Hybrid,1,2,4,47996
Trading,FMCG,57026,64915,-7889,27566,Offline,8,111,88,105,Urban,8,11,4,4.61,0.37,1879,75,70,362903,14,47,926108,2,4,Bank Loan,B2B,4,4,1,8239
Manufacturing,Construction,96970,140378,-43408,28188,Both,11,155,72,48,Rural,2,13,5,7.11,0.4,687,97,73,304981,19,11,382353,8,5,VC,B2C,7,4,4,-24791
Manufacturing,Food,68735,112164,-43429,29955,Online,5,48,55,32,Urban,7,9,2,2.59,0.71,1922,90,68,112670,17,47,234984,5,6,Bank Loan,B2C,7,1,3,-39839
Services,Education,114580,96105,18475,13234,Both,6,64,81,156,Urban,1,5,7,6.57,0.6,1364,90,99,348321,10,28,40083,4,1,VC,B2C,2,2,1,17280
Trading,Education,86100,78636,7464,22315,Offline,6,49,92,16,Urban,9,9,1,2.85,0.35,1502,87,86,62729,8,2,221670,4,6,Angel,B2C,8,3,2,11460
Manufacturing,Healthcare,176807,144290,32517,29956,Both,11,153,88,28,Urban,4,2,8,4.35,0.51,1960,98,53,461452,11,3,648157,8,7,VC,B2B,4,3,1,51474
Services,Textile,136844,92017,44827,11613,Both,10,26,86,123,Rural,6,5,3,2.42,0.83,1043,76,74,386131,9,37,378788,5,4,Bank Loan,B2C,4,7,7,47358
Manufacturing,FMCG,178078,129098,48980,8477,Offline,9,103,60,137,Urban,7,13,2,5.13,0.7,572,87,96,266402,16,8,836473,7,3,VC,B2C,5,6,5,60977
Services,IT,23239,87779,-64540,25306,Online,2,102,69,195,Urban,3,7,4,5.35,0.6,1160,95,75,273048,16,42,450909,8,9,VC,B2C,3,9,9,-60671
Services,Textile,165847,117397,48450,23528,Offline,2,34,66,82,Urban,4,11,6,5.24,0.63,1543,63,85,124294,15,29,729353,4,6,Bank Loan,B2C,6,5,5,56051
Services,Food,98347,137801,-39454,4744,Offline,14,135,69,47,Rural,7,14,3,6.73,0.72,218,71,65,322598,13,17,198978,2,9,Bank Loan,Hybrid,7,4,5,-43249
Manufacturing,Healthcare,110438,86274,24164,4663,Online,5,12,51,193,Rural,5,4,9,2.15,0.44,1950,61,95,209117,3,29,999511,9,1,Bootstrapped,B2C,8,7,2,25149
